,Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T),Interval_High_Open,Interval_Open_From_LastDay,Interval_Open_From_LastDay(%)
308,2020-05-18,50,50,50,50,Unchnaged,0,0.0,2,10,0,0,0
309,2020-05-15,50,50,50,50,Unchnaged,0,0.0,1,5,0,0,0
310,2020-05-14,50,50,50,50,Unchnaged,0,0.0,22,110,0,0,0
311,2020-05-13,50,50,50,50,Unchnaged,0,0.0,2,10,0,0,0
312,2020-05-12,50,50,50,50,Unchnaged,0,0.0,94,470,0,0,0
313,2020-05-11,50,50,50,50,Unchnaged,0,0.0,101,505,0,0,0
314,2020-05-08,50,50,50,50,Unchnaged,0,0.0,51,255,0,0,0
315,2020-05-06,50,50,50,50,Unchnaged,0,0.0,13,65,0,0,0
316,2020-05-05,50,50,50,50,Unchnaged,0,0.0,70,350,0,0,0
317,2020-05-04,50,50,50,50,Unchnaged,0,0.0,130,650,0,0,0
318,2020-04-30,50,50,50,50,Unchnaged,0,0.0,113,565,0,0,0
319,2020-04-29,50,50,50,50,Unchnaged,0,0.0,100,500,0,0,0
320,2020-04-28,50,50,50,50,,0,0.0,0,0,0,0,0
321,2020-04-27,50,50,50,50,Unchnaged,0,0.0,6,30,0,0,0
322,2020-04-24,50,50,50,50,Unchnaged,0,0.0,1,5,0,0,0
323,2020-04-23,50,50,50,50,Unchnaged,0,0.0,10,50,0,0,0
324,2020-04-22,50,50,50,50,,0,0.0,0,0,0,0,0
325,2020-04-21,50,50,50,50,Unchnaged,0,0.0,3,15,0,0,0
326,2020-04-20,50,50,50,50,Unchnaged,0,0.0,4,20,0,0,0
327,2020-04-17,50,50,50,50,Unchnaged,0,0.0,23,115,0,0,0
328,2020-04-16,50,50,50,50,,0,0.0,0,0,0,0,0
329,2020-04-15,50,50,50,50,Unchnaged,0,0.0,7,35,0,0,0
330,2020-04-14,50,50,50,50,,0,0.0,0,0,0,0,0
331,2020-04-13,50,50,50,50,Unchnaged,0,0.0,15,75,0,0,0
332,2020-04-09,50,50,50,50,Unchnaged,0,0.0,4,20,0,0,0
333,2020-04-08,50,50,50,50,Unchnaged,0,0.0,19,95,0,0,0
334,2020-04-07,50,50,50,50,Unchnaged,0,0.0,122,610,0,0,0
335,2020-04-06,50,50,50,50,Unchnaged,0,0.0,303,"1,515",0,0,0
336,2020-04-03,50,50,50,50,Unchnaged,0,0.0,82,410,0,0,0
337,2020-04-02,50,50,50,50,Unchnaged,0,0.0,19,95,0,0,0
338,2020-04-01,50,50,50,50,Unchnaged,0,0.0,12,60,0,0,0
339,2020-03-31,50,50,50,50,Unchnaged,0,0.0,200,"1,000",0,0,0
340,2020-03-30,50,50,50,50,Unchnaged,0,0.0,10,50,0,0,0
341,2020-03-27,50,50,50,50,Unchnaged,0,0.0,106,530,0,0,0
342,2020-03-26,50,50,50,50,Unchnaged,0,0.0,114,570,0,0,0
343,2020-03-24,50,50,50,50,Unchnaged,0,0.0,26,130,0,0,0
344,2020-03-23,50,50,50,50,Unchnaged,0,0.0,21,105,0,0,0
345,2020-03-20,50,50,50,50,Unchnaged,0,0.0,30,150,0,0,0
346,2020-03-19,50,50,50,50,Unchnaged,0,0.0,1,5,0,0,0
347,2020-03-18,50,50,50,50,,0,0.0,0,0,0,0,0
348,2020-03-17,50,50,50,50,,0,0.0,0,0,0,0,0
349,2020-03-16,50,50,50,50,,0,0.0,0,0,0,0,0
350,2020-03-13,50,50,50,50,Unchnaged,0,0.0,53,265,0,0,0
351,2020-03-12,50,50,50,50,Unchnaged,0,0.0,2,10,0,0,0
352,2020-03-11,50,50,50,50,Unchnaged,0,0.0,24,120,0,0,0
353,2020-03-10,50,50,50,50,Unchnaged,0,0.0,27,135,0,0,0
354,2020-03-09,50,50,50,50,,0,0.0,0,0,0,0,0
355,2020-03-06,50,50,50,50,Unchnaged,0,0.0,6,30,0,0,0
356,2020-03-05,50,50,50,50,Unchnaged,0,0.0,16,80,0,0,0
357,2020-03-04,50,50,50,50,,0,0.0,0,0,0,0,0
358,2020-03-03,50,50,50,50,,0,0.0,0,0,0,0,0
359,2020-03-02,50,50,50,50,,0,0.0,0,0,0,0,0
360,2020-02-28,50,50,50,50,Unchnaged,0,0.0,60,300,0,0,0
361,2020-02-27,50,50,50,50,Unchnaged,0,0.0,29,145,0,0,0
362,2020-02-26,50,50,50,50,Unchnaged,0,0.0,5,25,0,0,0
363,2020-02-25,50,50,50,50,Unchnaged,0,0.0,8,40,0,0,0
364,2020-02-24,50,50,50,50,Unchnaged,0,0.0,3,15,0,0,0
365,2020-02-21,50,50,50,50,Unchnaged,0,0.0,601,"3,005",0,0,0
366,2020-02-20,50,50,50,50,Unchnaged,0,0.0,2,10,0,0,0
367,2020-02-19,50,50,50,50,Unchnaged,0,0.0,56,280,0,0,0
368,2020-02-18,50,50,50,50,Unchnaged,0,0.0,28,140,0,0,0
369,2020-02-17,50,50,50,50,Unchnaged,0,0.0,"1,209","6,045",0,0,0
370,2020-02-14,50,50,50,50,Unchnaged,0,0.0,5,25,0,0,0
371,2020-02-13,50,50,50,50,Unchnaged,0,0.0,5,25,0,0,0
372,2020-02-12,50,50,50,50,Unchnaged,0,0.0,2,10,0,0,0
373,2020-02-11,50,50,50,50,Unchnaged,0,0.0,28,140,0,0,0
374,2020-02-10,50,50,50,50,,0,0.0,0,0,0,0,0
375,2020-02-07,50,50,50,50,Unchnaged,0,0.0,2,10,0,0,0
376,2020-02-06,50,50,50,50,Unchnaged,0,0.0,"2,004","10,020",0,0,0
377,2020-02-05,50,50,50,50,Unchnaged,0,0.0,4,20,0,0,0
378,2020-02-04,50,50,50,50,Unchnaged,0,0.0,33,165,0,0,0
379,2020-02-03,50,50,50,50,Unchnaged,0,0.0,104,520,0,0,0
380,2020-01-31,50,50,50,50,Unchnaged,0,0.0,32,160,0,0,0
381,2020-01-30,50,50,50,50,Unchnaged,0,0.0,10,50,0,0,0
382,2020-01-29,50,50,50,50,Unchnaged,0,0.0,41,205,0,0,0
383,2020-01-28,50,50,50,50,Unchnaged,0,0.0,5,25,0,0,0
384,2020-01-27,50,50,50,50,Unchnaged,0,0.0,26,130,0,0,0
385,2020-01-24,50,50,50,50,Unchnaged,0,0.0,102,510,0,0,0
386,2020-01-23,50,50,50,50,Unchnaged,0,0.0,14,70,0,0,0
387,2020-01-22,50,50,50,50,Unchnaged,0,0.0,10,50,0,0,0
388,2020-01-21,50,50,50,50,Unchnaged,0,0.0,32,160,0,0,0
389,2020-01-20,50,50,50,50,Unchnaged,0,0.0,4,20,0,0,0
390,2020-01-17,50,50,50,50,Unchnaged,0,0.0,74,370,0,0,0
391,2020-01-16,50,50,50,50,Unchnaged,0,0.0,57,285,0,0,0
392,2020-01-15,50,50,50,50,Unchnaged,0,0.0,1,5,0,0,0
393,2020-01-14,50,50,50,50,Unchnaged,0,0.0,124,620,0,0,0
394,2020-01-13,50,50,50,50,Unchnaged,0,0.0,20,100,0,0,0
395,2020-01-10,50,50,50,50,Unchnaged,0,0.0,11,55,0,0,0
396,2020-01-09,50,50,50,50,Unchnaged,0,0.0,2,10,0,0,0
397,2020-01-08,50,50,50,50,Unchnaged,0,0.0,388,"1,940",0,0,0
398,2020-01-07,50,50,50,50,Unchnaged,0,0.0,15,75,0,0,0
399,2020-01-06,50,50,50,50,Unchnaged,0,0.0,333,"1,665",0,0,0
400,2020-01-03,50,50,50,50,Unchnaged,0,0.0,137,685,0,0,0
401,2020-01-02,50,50,50,50,Unchnaged,0,0.0,293,"1,465",0,0,0
402,2019-12-30,50,50,50,50,Unchnaged,0,0.0,3,15,0,0,0
403,2019-12-27,50,50,50,50,,0,0.0,0,0,0,0,0
404,2019-12-26,50,50,50,50,Unchnaged,0,0.0,17,85,0,0,0
405,2019-12-23,50,50,50,50,Unchnaged,0,0.0,641,"3,205",0,0,0
406,2019-12-20,50,50,50,50,Unchnaged,0,0.0,168,840,0,0,0
407,2019-12-19,50,50,50,50,Unchnaged,0,0.0,136,680,0,0,0
408,2019-12-18,50,50,50,50,Unchnaged,0,0.0,81,405,0,0,0
409,2019-12-17,50,50,50,50,Unchnaged,0,0.0,23,115,0,0,0
410,2019-12-16,50,50,50,50,Unchnaged,0,0.0,547,"2,735",0,0,0
411,2019-12-13,50,50,50,50,Unchnaged,0,0.0,223,"1,115",0,0,0
412,2019-12-12,50,50,50,50,Unchnaged,0,0.0,102,510,0,0,0
413,2019-12-11,50,50,50,50,Unchnaged,0,0.0,689,"3,445",0,0,0
414,2019-12-10,50,50,50,50,Unchnaged,0,0.0,54,270,0,0,0
415,2019-12-09,50,50,50,50,Unchnaged,0,0.0,424,"2,120",0,0,0
416,2019-12-06,50,50,50,50,Unchnaged,0,0.0,507,"2,535",0,0,0
417,2019-12-05,50,50,50,50,Unchnaged,0,0.0,"3,857","19,285",0,0,0
418,2019-12-04,50,50,50,50,Unchnaged,0,0.0,70,350,0,0,0
419,2019-12-03,50,50,50,50,Unchnaged,0,0.0,"1,115","5,575",0,0,0
420,2019-12-02,50,50,50,50,Unchnaged,0,0.0,122,610,0,0,0
421,2019-11-29,50,50,50,50,Unchnaged,0,0.0,"1,259","6,295",0,0,0
422,2019-11-28,50,50,50,50,Unchnaged,0,0.0,675,"3,375",0,0,0
423,2019-11-27,50,51,50,50,Unchnaged,0,0.0,"130,303","651,516",1,0,0
424,2019-11-26,50,50,50,50,Unchnaged,0,0.0,82,410,0,0,0
425,2019-11-25,50,50,50,50,Unchnaged,0,0.0,159,795,0,0,0
426,2019-11-22,50,50,50,50,Unchnaged,0,0.0,18,90,0,0,0
427,2019-11-21,50,50,50,50,Unchnaged,0,0.0,43,215,0,0,0
428,2019-11-20,50,50,50,50,Unchnaged,0,0.0,8,40,0,0,0
429,2019-11-19,50,50,50,50,Unchnaged,0,0.0,"3,090","15,450",0,0,0
430,2019-11-18,51,51,50,50,Unchnaged,0,0.0,698,"3,490",0,1,2
431,2019-11-15,50,50,50,50,Unchnaged,0,0.0,328,"1,640",0,0,0
432,2019-11-14,50,50,50,50,Unchnaged,0,0.0,"4,028","20,140",0,0,0
433,2019-11-13,50,50,50,50,Unchnaged,0,0.0,153,765,0,0,0
434,2019-11-12,50,50,50,50,Unchnaged,0,0.0,"5,278","26,390",0,0,0
435,2019-11-11,50,50,50,50,Unchnaged,0,0.0,"2,257","11,285",0,0,0
436,2019-11-08,50,50,50,50,Unchnaged,0,0.0,"2,337","11,685",0,0,0
437,2019-11-07,50,50,50,50,Unchnaged,0,0.0,"5,970","29,850",0,0,0
438,2019-11-06,50,50,50,50,Unchnaged,0,0.0,"5,323","26,615",0,0,0
439,2019-11-05,50,50,50,50,Unchnaged,0,0.0,"1,448","7,240",0,0,0
440,2019-11-04,50,50,50,50,Unchnaged,0,0.0,"10,877","54,385",0,0,0
441,2019-11-01,50,50,50,50,Unchnaged,0,0.0,370,"1,850",0,0,0
442,2019-10-31,50,50,50,50,Unchnaged,0,0.0,"2,374","11,870",0,0,0
443,2019-10-30,51,51,50,50,Lower limit,1,1.96,"54,284","271,472",0,0,0
444,2019-10-29,51,51,50,51,Unchnaged,0,0.0,"81,903","409,737",0,0,0
445,2019-10-28,50,51,50,51,Unchnaged,0,0.0,"150,740","756,310",1,-1,-1.960784314
446,2019-10-25,51,51,50,51,Rise,1,2.0,"20,910","105,480",0,1,2
447,2019-10-24,51,51,50,50,Unchnaged,0,0.0,"69,347","348,229",0,1,2
448,2019-10-23,50,51,50,50,Unchnaged,0,0.0,"81,224","406,133",1,0,0
449,2019-10-22,51,53,50,50,Unchnaged,0,0.0,"124,344","629,553",2,1,2
450,2019-10-21,50,51,50,50,Unchnaged,0,0.0,"11,264","56,418",1,0,0
451,2019-10-18,50,51,50,50,Unchnaged,0,0.0,"48,422","242,469",1,0,0
452,2019-10-17,50,52,50,50,Unchnaged,0,0.0,"30,845","155,537",2,0,0
453,2019-10-16,50,52,50,50,Unchnaged,0,0.0,"103,316","518,951",2,0,0
454,2019-10-15,50,50,50,50,Unchnaged,0,0.0,"6,249","31,245",0,0,0
455,2019-10-14,50,50,50,50,Unchnaged,0,0.0,"7,075","35,375",0,0,0
456,2019-10-11,50,50,50,50,Unchnaged,0,0.0,462,"2,310",0,0,0
457,2019-10-10,50,50,50,50,Unchnaged,0,0.0,322,"1,610",0,0,0
458,2019-10-09,50,50,50,50,Unchnaged,0,0.0,"2,258","11,290",0,0,0
459,2019-10-08,50,50,50,50,Unchnaged,0,0.0,"2,851","14,255",0,0,0
460,2019-10-07,50,50,50,50,Unchnaged,0,0.0,"5,724","28,620",0,0,0
461,2019-10-04,50,50,50,50,Unchnaged,0,0.0,491,"2,455",0,0,0
462,2019-10-03,50,50,50,50,Unchnaged,0,0.0,"2,713","13,565",0,0,0
463,2019-10-02,50,50,50,50,Unchnaged,0,0.0,864,"4,320",0,0,0
464,2019-10-01,50,51,50,50,Unchnaged,0,0.0,"20,136","100,680",1,0,0
465,2019-09-30,51,51,50,50,Unchnaged,0,0.0,"36,194","181,023",0,1,2
466,2019-09-27,51,51,50,50,Unchnaged,0,0.0,"32,689","164,656",0,1,2
467,2019-09-26,51,51,50,50,Lower limit,1,1.96,"256,418","1,282,377",0,0,0
468,2019-09-25,52,52,50,51,Fall,1,1.92,"331,360","1,673,851",0,0,0
469,2019-09-24,52,53,52,52,Unchnaged,0,0.0,"256,092","1,332,962",1,0,0
470,2019-09-23,52,53,52,52,Unchnaged,0,0.0,"123,497","646,363",1,0,0
471,2019-09-20,52,53,52,52,Unchnaged,0,0.0,"159,412","831,299",1,0,0
472,2019-09-19,53,54,52,52,Fall,1,1.88,"129,673","676,765",1,0,0
473,2019-09-18,54,54,52,53,Fall,1,1.85,"167,380","888,394",0,0,0
474,2019-09-17,55,56,53,54,Unchnaged,0,0.0,"168,888","911,375",1,1,1.851851852
475,2019-09-16,57,60,54,54,Fall,1,1.81,"809,236","4,571,576",3,2,3.636363636
476,2019-09-13,53,59,52,55,Rise,2,3.77,"842,704","4,723,236",6,0,0
477,2019-09-12,53,54,53,53,Unchnaged,0,0.0,"44,865","239,444",1,0,0
478,2019-09-11,55,56,53,53,Unchnaged,0,0.0,"294,336","1,595,110",1,2,3.773584906
479,2019-09-10,53,56,52,53,Rise,1,1.92,"187,049","1,006,937",3,1,1.923076923
480,2019-09-09,53,54,52,52,Fall,1,1.88,"180,997","956,982",1,0,0
481,2019-09-06,54,55,52,53,Fall,1,1.85,"208,490","1,096,645",1,0,0
482,2019-09-05,53,56,52,54,Rise,1,1.88,"320,311","1,720,561",3,0,0
483,2019-09-04,55,58,52,53,Fall,2,3.63,"739,131","3,984,557",3,0,0
484,2019-09-03,55,61,53,55,Rise,2,3.77,"1,105,435","6,377,831",6,2,3.773584906
485,2019-09-02,60,74,50,53,Fall,7,11.66,"5,599,739","35,841,611",14,0,0
486,2019-08-30,50,67,50,60,Rise,10,20.0,"3,825,398","23,279,612",17,0,0
487,2019-08-29,50,54,50,50,Unchnaged,0,0.0,"387,948","1,968,026",4,0,0
488,2019-08-28,50,50,50,50,Unchnaged,0,0.0,650,"3,250",0,0,0
489,2019-08-27,50,50,50,50,Unchnaged,0,0.0,"2,136","10,680",0,0,0
490,2019-08-26,50,50,50,50,Unchnaged,0,0.0,249,"1,245",0,0,0
491,2019-08-23,50,50,50,50,Unchnaged,0,0.0,41,205,0,0,0
492,2019-08-22,50,50,50,50,Unchnaged,0,0.0,"1,018","5,090",0,0,0
493,2019-08-21,51,51,50,50,Unchnaged,0,0.0,348,"1,745",0,1,2
494,2019-08-20,50,50,50,50,Unchnaged,0,0.0,67,335,0,0,0
495,2019-08-19,50,50,50,50,Unchnaged,0,0.0,28,140,0,0,0
496,2019-08-16,50,50,50,50,Unchnaged,0,0.0,100,500,0,0,0
497,2019-08-15,50,50,50,50,Unchnaged,0,0.0,453,"2,265",0,0,0
498,2019-08-14,51,51,50,50,Unchnaged,0,0.0,591,"2,965",0,1,2
499,2019-08-13,50,50,50,50,Unchnaged,0,0.0,38,190,0,0,0
500,2019-08-12,50,50,50,50,Unchnaged,0,0.0,6,30,0,0,0
501,2019-08-09,50,50,50,50,Unchnaged,0,0.0,114,570,0,0,0
502,2019-08-08,50,50,50,50,Unchnaged,0,0.0,818,"4,090",0,0,0
503,2019-08-07,50,50,50,50,Unchnaged,0,0.0,76,380,0,0,0
504,2019-08-06,50,50,50,50,Unchnaged,0,0.0,18,90,0,0,0
505,2019-08-05,50,50,50,50,Unchnaged,0,0.0,66,330,0,0,0
506,2019-08-02,50,50,50,50,Unchnaged,0,0.0,385,"1,925",0,0,0
507,2019-08-01,50,50,50,50,Unchnaged,0,0.0,62,310,0,0,0
508,2019-07-31,50,50,50,50,Unchnaged,0,0.0,248,"1,240",0,0,0
509,2019-07-30,50,50,50,50,Unchnaged,0,0.0,88,440,0,0,0
510,2019-07-29,50,50,50,50,Unchnaged,0,0.0,547,"2,735",0,0,0
511,2019-07-26,50,50,50,50,Unchnaged,0,0.0,"9,673","48,365",0,0,0
512,2019-07-25,50,50,50,50,Unchnaged,0,0.0,140,700,0,0,0
513,2019-07-24,50,50,50,50,Unchnaged,0,0.0,361,"1,805",0,0,0
514,2019-07-23,50,50,50,50,Unchnaged,0,0.0,73,365,0,0,0
515,2019-07-22,50,50,50,50,Unchnaged,0,0.0,166,830,0,0,0
516,2019-07-19,50,50,50,50,Unchnaged,0,0.0,113,565,0,0,0
517,2019-07-18,50,50,50,50,Unchnaged,0,0.0,96,480,0,0,0
518,2019-07-17,50,50,50,50,Unchnaged,0,0.0,138,690,0,0,0
519,2019-07-16,50,50,50,50,Unchnaged,0,0.0,756,"3,780",0,0,0
520,2019-07-15,50,50,50,50,Unchnaged,0,0.0,764,"3,820",0,0,0
521,2019-07-12,50,50,50,50,Unchnaged,0,0.0,423,"2,115",0,0,0
522,2019-07-11,50,50,50,50,Unchnaged,0,0.0,612,"3,060",0,0,0
523,2019-07-10,50,50,50,50,Unchnaged,0,0.0,"1,620","8,100",0,0,0
524,2019-07-09,50,52,50,50,Unchnaged,0,0.0,"151,068","757,502",2,0,0
525,2019-07-08,50,50,50,50,Unchnaged,0,0.0,"1,062","5,310",0,0,0
526,2019-07-05,50,50,50,50,Unchnaged,0,0.0,"4,171","20,855",0,0,0
527,2019-07-04,50,50,50,50,Unchnaged,0,0.0,"2,246","11,230",0,0,0
528,2019-07-03,50,50,50,50,Unchnaged,0,0.0,408,"2,040",0,0,0
529,2019-07-02,50,50,50,50,Unchnaged,0,0.0,168,840,0,0,0
530,2019-07-01,50,50,50,50,Unchnaged,0,0.0,903,"4,515",0,0,0
531,2019-06-28,50,50,50,50,Unchnaged,0,0.0,190,950,0,0,0
532,2019-06-27,50,50,50,50,Unchnaged,0,0.0,854,"4,270",0,0,0
533,2019-06-26,50,50,50,50,Unchnaged,0,0.0,501,"2,505",0,0,0
534,2019-06-25,50,50,50,50,Unchnaged,0,0.0,292,"1,460",0,0,0
535,2019-06-24,50,50,50,50,Unchnaged,0,0.0,446,"2,230",0,0,0
536,2019-06-21,50,50,50,50,Unchnaged,0,0.0,398,"1,990",0,0,0
537,2019-06-20,50,50,50,50,Unchnaged,0,0.0,188,940,0,0,0
538,2019-06-19,50,50,50,50,Unchnaged,0,0.0,67,335,0,0,0
539,2019-06-18,50,50,50,50,Unchnaged,0,0.0,73,365,0,0,0
540,2019-06-17,50,50,50,50,Unchnaged,0,0.0,231,"1,155",0,0,0
541,2019-06-14,50,50,50,50,Unchnaged,0,0.0,"1,000","5,000",0,0,0
542,2019-06-13,50,50,50,50,Unchnaged,0,0.0,130,650,0,0,0
543,2019-06-12,50,50,50,50,Unchnaged,0,0.0,262,"1,310",0,0,0
544,2019-06-11,50,50,50,50,Unchnaged,0,0.0,225,"1,125",0,0,0
545,2019-06-10,50,50,50,50,Unchnaged,0,0.0,"1,819","9,095",0,0,0
546,2019-05-31,50,50,50,50,Unchnaged,0,0.0,"1,181","5,905",0,0,0
547,2019-05-29,50,50,50,50,Unchnaged,0,0.0,"22,250","111,250",0,0,0
548,2019-05-28,50,50,50,50,Unchnaged,0,0.0,34,170,0,0,0
549,2019-05-27,50,50,50,50,Unchnaged,0,0.0,814,"4,070",0,0,0
550,2019-05-24,50,50,50,50,Unchnaged,0,0.0,781,"3,905",0,0,0
551,2019-05-23,50,50,50,50,Unchnaged,0,0.0,32,160,0,0,0
552,2019-05-22,50,50,50,50,Unchnaged,0,0.0,100,500,0,0,0
553,2019-05-21,50,50,50,50,Unchnaged,0,0.0,"1,032","5,160",0,0,0
554,2019-05-20,50,50,50,50,Unchnaged,0,0.0,142,710,0,0,0
555,2019-05-17,50,50,50,50,Unchnaged,0,0.0,31,155,0,0,0
556,2019-05-16,50,50,50,50,Unchnaged,0,0.0,16,80,0,0,0
557,2019-05-15,50,50,50,50,Unchnaged,0,0.0,278,"1,390",0,0,0
558,2019-05-14,50,50,50,50,Unchnaged,0,0.0,140,700,0,0,0
559,2019-05-13,50,50,50,50,Unchnaged,0,0.0,21,105,0,0,0
560,2019-05-10,50,50,50,50,Unchnaged,0,0.0,31,155,0,0,0
561,2019-05-09,50,50,50,50,Unchnaged,0,0.0,223,"1,115",0,0,0
562,2019-05-08,50,50,50,50,Unchnaged,0,0.0,318,"1,590",0,0,0
563,2019-05-07,50,50,50,50,Unchnaged,0,0.0,42,210,0,0,0
564,2019-05-06,50,50,50,50,Unchnaged,0,0.0,184,920,0,0,0
565,2019-05-03,50,50,50,50,Unchnaged,0,0.0,215,"1,075",0,0,0
566,2019-05-02,50,50,50,50,Unchnaged,0,0.0,"5,483","27,415",0,0,0
567,2019-04-30,50,50,50,50,Unchnaged,0,0.0,"4,259","21,295",0,0,0
568,2019-04-29,50,50,50,50,Unchnaged,0,0.0,645,"3,225",0,0,0
569,2019-04-26,50,50,50,50,Unchnaged,0,0.0,"11,097","55,485",0,0,0
570,2019-04-25,50,50,50,50,Unchnaged,0,0.0,459,"2,295",0,0,0
571,2019-04-24,50,50,50,50,Unchnaged,0,0.0,"1,114","5,570",0,0,0
572,2019-04-23,50,50,50,50,Unchnaged,0,0.0,"2,044","10,220",0,0,0
573,2019-04-22,50,50,50,50,Unchnaged,0,0.0,320,"1,600",0,0,0
574,2019-04-18,50,50,50,50,Unchnaged,0,0.0,"1,876","9,380",0,0,0
575,2019-04-16,50,50,50,50,Unchnaged,0,0.0,598,"2,990",0,0,0
576,2019-04-15,50,50,50,50,Unchnaged,0,0.0,"1,396","6,980",0,0,0
577,2019-04-12,50,50,50,50,Unchnaged,0,0.0,"1,084","5,420",0,0,0
578,2019-04-11,50,50,50,50,Unchnaged,0,0.0,221,"1,105",0,0,0
579,2019-04-10,50,50,50,50,Unchnaged,0,0.0,137,685,0,0,0
580,2019-04-09,50,50,50,50,Unchnaged,0,0.0,26,130,0,0,0
581,2019-04-08,50,50,50,50,Unchnaged,0,0.0,581,"2,905",0,0,0
582,2019-04-05,50,50,50,50,Unchnaged,0,0.0,"1,068","5,340",0,0,0
583,2019-04-04,50,50,50,50,Unchnaged,0,0.0,546,"2,730",0,0,0
584,2019-04-02,50,50,50,50,Unchnaged,0,0.0,814,"4,070",0,0,0
585,2019-04-01,50,50,50,50,Unchnaged,0,0.0,120,600,0,0,0
586,2019-03-29,50,50,50,50,Unchnaged,0,0.0,119,595,0,0,0
587,2019-03-28,50,50,50,50,Unchnaged,0,0.0,245,"1,225",0,0,0
588,2019-03-27,50,50,50,50,Unchnaged,0,0.0,"11,530","57,650",0,0,0
589,2019-03-26,50,50,50,50,Unchnaged,0,0.0,"1,640","8,200",0,0,0
590,2019-03-25,50,50,50,50,Unchnaged,0,0.0,982,"4,910",0,0,0
591,2019-03-22,50,50,50,50,Unchnaged,0,0.0,115,575,0,0,0
592,2019-03-21,50,50,50,50,Unchnaged,0,0.0,"10,074","50,370",0,0,0
593,2019-03-20,50,50,50,50,Unchnaged,0,0.0,"1,018","5,090",0,0,0
594,2019-03-19,50,50,50,50,Unchnaged,0,0.0,"3,653","18,265",0,0,0
595,2019-03-18,50,50,50,50,Unchnaged,0,0.0,"3,586","17,930",0,0,0
596,2019-03-15,50,50,50,50,Unchnaged,0,0.0,"18,053","90,265",0,0,0
597,2019-03-14,50,50,50,50,Unchnaged,0,0.0,"2,561","12,805",0,0,0
598,2019-03-13,50,50,50,50,Unchnaged,0,0.0,"10,285","51,425",0,0,0
599,2019-03-12,50,50,50,50,Unchnaged,0,0.0,"1,272","6,360",0,0,0
600,2019-03-11,50,50,50,50,Unchnaged,0,0.0,"4,345","21,725",0,0,0
601,2019-03-08,50,51,50,50,Unchnaged,0,0.0,"8,366","41,831",1,0,0
602,2019-03-06,50,50,50,50,Unchnaged,0,0.0,"14,742","73,710",0,0,0
603,2019-03-05,50,51,50,50,Unchnaged,0,0.0,"39,482","197,476",1,0,0
604,2019-03-04,50,51,50,50,Unchnaged,0,0.0,"122,463","612,444",1,0,0
605,2019-03-01,51,51,50,50,Lower limit,1,1.96,"26,005","130,614",0,0,0
606,2019-02-28,51,51,50,51,Unchnaged,0,0.0,"77,040","385,671",0,0,0
607,2019-02-27,51,51,50,51,Rise,1,2.0,"91,881","464,836",0,1,2
608,2019-02-26,52,53,50,50,Lower limit,2,3.84,"311,163","1,576,752",1,0,0
609,2019-02-25,52,56,51,52,Unchnaged,0,0.0,"333,171","1,766,794",4,0,0
610,2019-02-22,54,57,52,52,Fall,2,3.7,"408,154","2,192,790",3,0,0
611,2019-02-21,58,59,52,54,Fall,3,5.26,"498,740","2,730,498",1,1,1.754385965
612,2019-02-20,59,64,57,57,Fall,1,1.72,"1,052,170","6,316,202",5,1,1.724137931
613,2019-02-19,51,59,51,58,Rise,7,13.72,"1,610,514","9,063,806",8,0,0
614,2019-02-18,51,53,50,51,Rise,1,2.0,"199,094","1,024,356",2,1,2
615,2019-02-15,51,53,50,50,Lower limit,1,1.96,"216,056","1,100,513",2,0,0
616,2019-02-14,50,51,50,51,Unchnaged,0,0.0,"14,440","72,201",1,-1,-1.960784314
617,2019-02-13,50,51,50,51,Rise,1,2.0,"14,278","71,563",1,0,0
618,2019-02-12,50,51,50,50,Unchnaged,0,0.0,"17,303","86,519",1,0,0
619,2019-02-11,50,51,50,50,Unchnaged,0,0.0,"19,327","96,635",1,0,0
620,2019-02-08,51,51,50,50,Lower limit,1,1.96,"66,066","330,341",0,0,0
621,2019-02-07,51,51,50,51,Rise,1,2.0,784,"3,944",0,1,2
622,2019-02-06,51,51,50,50,Lower limit,1,1.96,"7,028","35,488",0,0,0
623,2019-02-04,50,51,50,51,Rise,1,2.0,"29,365","146,826",1,0,0
624,2019-02-01,50,51,50,50,Unchnaged,0,0.0,"5,957","29,807",1,0,0
625,2019-01-31,50,51,50,50,Unchnaged,0,0.0,"33,181","166,164",1,0,0
626,2019-01-30,51,51,50,50,Unchnaged,0,0.0,"48,684","244,522",0,1,2
627,2019-01-29,51,51,50,50,Lower limit,1,1.96,"78,515","394,299",0,0,0
628,2019-01-28,50,51,50,51,Unchnaged,0,0.0,"42,981","215,030",1,-1,-1.960784314
629,2019-01-25,51,51,50,51,Rise,1,2.0,"27,831","141,247",0,1,2
630,2019-01-24,50,53,50,50,Unchnaged,0,0.0,"167,437","854,097",3,0,0
631,2019-01-23,50,51,50,50,Unchnaged,0,0.0,"88,705","444,195",1,0,0
632,2019-01-22,50,50,50,50,Unchnaged,0,0.0,"14,243","71,215",0,0,0
633,2019-01-21,50,51,50,50,Unchnaged,0,0.0,"52,220","261,240",1,0,0
634,2019-01-18,50,51,50,50,Unchnaged,0,0.0,"28,321","141,605",1,0,0
635,2019-01-17,50,51,50,50,Unchnaged,0,0.0,"96,380","482,323",1,0,0
636,2019-01-16,50,51,50,50,Unchnaged,0,0.0,"77,598","387,990",1,0,0
